EmployeeID,Age,Department,YearsExperience,PerformanceScore,MonthlySalary,TrainingHours,PromotionLast5Years
4332,41,Finance,31,5,12364,79,Yes
4333,38,IT,20,1,11963,70,Yes
4334,33,Marketing,6,5,3927,63,No
4335,36,HR,7,5,14100,20,Yes
4336,29,Finance,20,5,11797,34,Yes
4337,32,IT,7,2,7100,45,Yes
4338,58,Operations,24,5,7094,85,No
4339,39,IT,27,4,9983,114,Yes
4340,27,IT,27,3,10194,47,No
4341,55,HR,30,4,12193,21,Yes
4342,38,HR,24,1,6973,5,Yes
4343,36,Operations,11,2,10744,119,No
4344,59,Operations,30,3,3413,32,No
4345,24,Operations,17,2,8928,38,No
4346,45,Marketing,25,2,5014,42,Yes
4347,52,Marketing,5,5,12679,24,Yes
4348,33,HR,8,4,11974,17,Yes
4349,37,HR,10,3,11718,40,Yes
4350,57,Operations,30,5,3000,117,Yes
4351,26,Marketing,1,3,11462,34,Yes
4352,39,Finance,28,4,5531,23,No
4353,33,Marketing,4,5,4071,54,No
4354,46,HR,22,3,11885,103,Yes
4355,34,Marketing,6,5,5887,39,No
4356,51,HR,12,2,9516,86,No
4357,24,Operations,9,1,14770,96,Yes
4358,59,Operations,15,3,10905,28,No
4359,28,Operations,14,4,4995,9,Yes
4360,45,Finance,18,3,6577,78,No
4361,33,Finance,20,1,9209,9,Yes
4362,52,HR,34,3,4709,89,No
4363,58,IT,14,3,5099,103,No
4364,58,Finance,13,3,9117,63,Yes
4365,48,HR,28,4,11661,116,Yes
4366,50,Marketing,4,1,5290,28,No
4367,23,Operations,17,1,11528,97,Yes
4368,48,Operations,0,4,10970,17,No
4369,23,Operations,26,3,3755,1,Yes
4370,54,HR,26,3,13793,24,No
4371,36,Operations,24,1,12911,84,No
4372,42,Finance,20,3,10212,50,Yes
4373,52,Marketing,13,2,5099,94,Yes
4374,58,Operations,19,3,3412,21,No
4375,28,HR,27,3,14804,8,Yes
4376,28,Marketing,20,5,14472,90,No
4377,26,Operations,22,1,7103,88,Yes
4378,34,IT,10,1,5993,88,Yes
4379,52,Operations,1,2,14654,90,Yes
4380,55,Finance,19,2,3246,73,Yes
4381,30,Marketing,23,2,10562,93,No
4382,23,Finance,24,1,14970,3,Yes
4383,32,IT,21,5,9977,20,No
4384,51,IT,23,5,10506,29,No
4385,49,Finance,14,4,11603,32,No
4386,25,Marketing,11,1,10095,42,Yes
4387,45,IT,30,4,6367,89,No
4388,51,IT,30,3,5689,117,No
4389,41,Operations,29,2,3587,1,Yes
4390,40,HR,19,4,4468,86,Yes
4391,59,IT,7,4,3232,30,No
4392,42,Marketing,29,1,9885,3,Yes
4393,24,Marketing,34,2,11011,46,No
4394,33,Operations,20,2,10140,83,No
4395,40,Marketing,27,5,4886,88,No
4396,33,Operations,16,4,3309,44,No
4397,37,IT,11,5,11080,64,Yes
4398,56,IT,17,4,12135,117,No
4399,53,IT,27,1,12099,65,Yes
4400,21,IT,2,1,5748,5,Yes
4401,35,HR,14,3,13717,6,No
4402,33,HR,15,4,4600,50,No
4403,37,IT,21,4,13291,67,No
4404,44,Marketing,30,2,3545,17,Yes
4405,28,Operations,30,2,13540,118,Yes
4406,47,Finance,0,5,6823,40,Yes
4407,43,Operations,10,3,13880,116,No
4408,28,Finance,5,1,6314,106,No
4409,28,Finance,22,4,7930,68,No
4410,46,IT,8,5,8729,24,Yes
4411,33,Finance,15,3,10991,55,Yes
4412,59,IT,18,2,8561,0,No
4413,57,HR,12,3,4841,97,No
4414,48,Marketing,31,5,4636,54,Yes
4415,45,Finance,8,1,10576,2,No
4416,36,Marketing,30,2,4675,53,No
4417,22,IT,30,2,4790,80,No
4418,38,Finance,18,1,6144,31,Yes
4419,37,Operations,1,2,14712,87,Yes
4420,50,HR,31,5,9967,1,No
4421,59,HR,33,2,13033,64,Yes
4422,33,Finance,0,4,3155,97,Yes
4423,52,HR,20,3,9914,7,No
4424,49,Operations,2,5,12125,108,No
4425,50,Marketing,26,1,11767,57,No
4426,38,Operations,6,5,12525,109,No
4427,33,HR,32,4,6107,52,No
4428,41,Marketing,8,2,7343,43,Yes
4429,50,Operations,29,2,12643,72,Yes
4430,41,IT,17,5,8163,27,Yes
4431,37,IT,25,2,7548,18,Yes
4432,39,Marketing,19,2,8238,55,Yes
4433,35,Marketing,30,4,10516,19,No
4434,29,Marketing,7,1,9836,70,No
4435,30,IT,22,3,3939,105,No
4436,51,Operations,24,5,14651,55,No
4437,43,Marketing,0,1,12285,34,Yes
4438,50,IT,17,3,10090,18,No
4439,53,Marketing,18,1,6941,80,No
4440,29,Marketing,5,5,13693,103,No
4441,21,Marketing,16,4,7362,62,No
4442,55,IT,7,4,4461,81,No
4443,31,Operations,8,4,13605,6,Yes
4444,54,IT,26,1,14965,26,No
4445,36,IT,5,5,10935,38,Yes
4446,29,Marketing,5,2,12402,29,Yes
4447,52,Finance,3,2,6298,22,No
4448,35,Finance,21,4,3060,83,Yes
4449,32,Finance,26,1,5215,22,Yes
4450,53,IT,1,2,9275,89,No
4451,34,Marketing,8,1,14023,111,Yes
4452,28,Finance,10,5,7817,46,Yes
4453,28,HR,19,4,7102,77,No
4454,47,HR,13,3,8831,47,No
4455,32,HR,25,4,3250,94,No
4456,21,Operations,29,3,4599,90,Yes
4457,31,Marketing,34,2,10429,62,Yes
4458,59,IT,5,3,5167,119,Yes
4459,51,IT,2,1,9191,8,Yes
4460,37,Marketing,0,3,14332,22,No
4461,53,Operations,17,2,12477,117,No
4462,52,Marketing,22,2,12979,116,Yes
4463,49,Operations,31,4,4468,62,Yes
4464,41,Finance,28,2,7033,73,Yes
4465,41,Finance,22,1,4502,46,Yes
4466,43,Operations,5,3,12446,86,No
4467,26,Marketing,16,5,9600,73,Yes
4468,42,Finance,17,2,7814,65,No
4469,58,Marketing,30,3,14092,36,No
4470,57,Finance,5,4,14629,103,No
4471,28,Marketing,33,5,8044,101,Yes
4472,55,Marketing,26,4,3027,37,No
4473,31,HR,24,1,10898,0,No
4474,44,Operations,9,4,12092,47,Yes
4475,41,IT,11,3,12040,81,Yes
4476,22,Operations,10,5,3100,34,No
4477,39,Marketing,2,4,13297,70,Yes
4478,59,Marketing,21,4,7510,107,Yes
4479,48,Operations,3,1,10394,105,Yes
4480,37,Marketing,7,3,6240,85,Yes
4481,26,Finance,13,4,14509,52,No
4482,39,Marketing,19,3,4488,24,No
4483,58,Operations,23,2,4453,41,Yes
4484,48,Operations,13,1,4801,22,No
4485,22,Operations,27,1,11084,8,No
4486,58,HR,15,1,14632,26,No
4487,57,HR,31,3,7559,74,No
4488,24,HR,11,4,9240,50,Yes
4489,42,HR,15,4,10817,90,Yes
4490,46,HR,18,3,4515,103,Yes
4491,56,HR,4,3,14358,91,No
4492,33,HR,11,2,11215,56,Yes
4493,52,Operations,28,5,11587,81,Yes
4494,37,IT,4,5,4427,35,Yes
4495,56,HR,16,1,9085,33,No
4496,39,Operations,7,4,14396,12,No
4497,55,IT,29,1,4013,54,No
4498,48,HR,9,4,10279,45,No
4499,21,IT,19,4,7226,51,No
4500,38,IT,15,2,11611,93,Yes
4501,53,Finance,15,3,6349,27,Yes
4502,32,Marketing,2,3,9076,85,No
4503,28,Finance,22,3,10757,87,Yes
4504,44,IT,21,5,8187,110,Yes
4505,36,Operations,27,3,12618,29,Yes
4506,24,HR,3,5,10018,44,Yes
4507,58,Marketing,23,1,7270,37,No
4508,47,HR,18,5,11655,19,Yes
4509,29,Operations,10,4,3389,69,No
4510,36,Marketing,17,2,9891,96,No
4511,32,Finance,11,2,3135,46,No
4512,51,IT,13,4,5456,101,No
4513,44,Operations,17,1,5271,58,Yes
4514,34,IT,11,2,11792,78,No
4515,45,IT,26,4,10113,78,Yes
4516,54,HR,5,2,11810,95,Yes
4517,23,Operations,23,5,12768,13,No
4518,44,IT,32,2,14961,41,No
4519,29,Finance,15,5,9096,60,No
4520,46,Marketing,11,5,10355,58,No
4521,40,Operations,30,2,14117,7,No
4522,30,HR,12,2,8506,99,Yes
4523,39,Operations,7,5,11200,56,Yes
4524,23,HR,2,2,12395,21,No
4525,44,Marketing,19,1,12913,101,No
4526,25,Finance,3,3,10611,83,No
4527,23,IT,1,3,11785,87,No
4528,47,Operations,22,4,14952,20,No
4529,36,HR,18,3,11797,27,No
4530,35,Marketing,7,1,9020,48,Yes
4531,55,IT,15,3,4469,22,Yes
4532,32,Marketing,17,3,4695,87,No
4533,46,Finance,23,1,4306,53,No
4534,54,IT,0,5,8332,102,No
4535,43,IT,0,3,12879,107,No
4536,51,IT,10,4,8797,22,Yes
4537,40,HR,17,3,6983,67,Yes
4538,32,IT,15,3,14918,45,No
4539,43,Marketing,16,1,12240,67,Yes
4540,24,HR,23,1,4735,93,No
4541,43,IT,33,4,7328,111,Yes
4542,21,Marketing,3,2,6359,27,Yes
4543,45,Marketing,34,1,11876,94,No
4544,22,Operations,14,2,9327,96,No
4545,50,Marketing,1,4,13530,49,Yes
4546,23,Finance,30,3,12140,82,Yes
4547,41,IT,8,3,9941,116,Yes
4548,45,IT,9,2,14622,62,Yes
4549,40,IT,24,4,13863,9,Yes
4550,42,Marketing,4,4,3304,88,No
4551,41,Marketing,13,1,5397,36,No
4552,53,IT,1,2,13192,12,Yes
4553,58,HR,17,1,9067,69,Yes
4554,35,HR,28,2,5526,29,Yes
4555,35,Finance,19,1,10159,86,No
4556,45,Operations,7,1,3186,99,No
4557,41,Finance,25,4,4564,79,No
4558,44,IT,3,4,9813,71,Yes
4559,25,IT,32,3,4909,79,Yes
4560,26,IT,21,3,13474,10,No
4561,43,Operations,5,4,11469,117,No
4562,24,Marketing,32,4,4482,0,No
4563,47,Operations,27,1,10904,85,No
4564,38,Finance,23,3,7882,17,Yes
4565,41,Marketing,3,4,9978,99,No
4566,48,Marketing,1,2,13069,10,Yes
4567,55,Finance,12,2,12840,83,Yes
4568,42,Marketing,10,3,4924,9,Yes
4569,43,HR,34,2,5698,47,Yes
4570,23,Finance,9,1,14991,60,Yes
4571,30,Finance,9,3,12489,9,Yes
4572,45,HR,7,4,12543,100,Yes
4573,28,Operations,4,2,14100,59,No
4574,31,Operations,22,1,13423,113,No
4575,25,Operations,33,4,13220,21,No
4576,57,Marketing,31,5,12409,74,No
4577,58,HR,15,1,3271,98,Yes
4578,49,Finance,3,2,4323,8,Yes
4579,25,Finance,27,1,10751,14,Yes
4580,29,Finance,13,5,5243,117,Yes
4581,22,Marketing,11,5,5952,114,No
4582,21,Marketing,20,1,3330,82,Yes
4583,50,Operations,15,4,8871,36,No
4584,31,Marketing,1,4,6557,69,Yes
4585,48,Operations,22,5,13859,99,No
4586,32,Operations,28,3,13738,43,No
4587,59,Finance,8,3,14663,68,No
4588,46,Marketing,6,4,10564,2,Yes
4589,33,Operations,28,3,4827,9,No
4590,28,HR,16,4,13027,76,No
4591,48,HR,8,2,13320,3,Yes
4592,50,Marketing,5,4,10949,55,Yes
4593,29,Finance,19,2,10184,39,No
4594,59,Finance,9,5,10872,32,Yes
4595,51,Operations,8,3,5173,115,No
4596,41,Marketing,11,5,6709,97,Yes
4597,54,HR,32,1,3129,99,No
4598,51,Operations,31,1,8887,116,Yes
4599,45,Operations,33,5,4558,32,Yes
4600,32,IT,18,4,13453,59,No
4601,21,Marketing,32,4,6200,20,No
4602,42,Operations,15,3,6724,102,Yes
4603,57,HR,22,5,6533,68,Yes
4604,21,IT,25,1,8065,118,No
4605,21,HR,8,5,12995,44,Yes
4606,41,Finance,29,5,14320,56,Yes
4607,35,IT,12,3,7693,76,No
4608,37,IT,15,4,11806,39,Yes
4609,42,Operations,1,1,14602,80,Yes
4610,58,Finance,30,3,8262,63,No
4611,55,Operations,18,1,13573,9,No
4612,36,Marketing,10,1,4864,73,Yes
4613,28,HR,13,4,13144,65,Yes
4614,37,HR,24,4,3687,101,No
4615,37,Operations,6,3,10300,84,No
4616,46,HR,14,2,9407,64,No
4617,33,HR,29,3,7242,29,No
4618,37,Marketing,30,3,14699,81,No
4619,58,Finance,23,2,13251,34,Yes
4620,37,IT,24,1,8959,52,Yes
4621,34,Operations,7,5,9023,38,Yes
4622,26,Operations,29,2,9198,111,No
4623,55,Marketing,13,5,14100,21,No
4624,34,Marketing,28,1,14496,66,No
4625,28,IT,26,2,13401,69,Yes
4626,35,Finance,33,4,4617,99,Yes
4627,47,Operations,20,3,9080,79,No
4628,33,Marketing,10,2,4899,66,Yes
4629,51,Operations,32,2,5034,99,No
4630,55,HR,14,1,14763,74,Yes
4631,26,Operations,11,4,9322,119,Yes
4632,25,Finance,23,2,10529,16,No
4633,42,Finance,10,4,10375,18,No
4634,43,Operations,18,5,6973,59,No
4635,45,HR,0,2,14144,71,No
4636,54,Finance,16,4,3725,77,No
4637,46,Marketing,15,3,6503,89,Yes
4638,25,Operations,25,1,14719,111,Yes
4639,46,HR,14,4,11031,88,Yes
4640,40,Marketing,7,1,12369,50,No
4641,26,Operations,29,2,14601,47,No
4642,26,HR,13,2,5340,56,No
4643,38,Marketing,32,5,13675,9,Yes
4644,24,Finance,6,1,9539,31,No
4645,37,Operations,17,3,6041,78,No
4646,34,Operations,11,3,14715,67,Yes
4647,34,Finance,1,4,10100,27,Yes
4648,33,IT,28,3,4559,3,No
4649,27,Marketing,20,1,3400,60,Yes
4650,35,Finance,6,2,7210,76,Yes
4651,39,Operations,26,1,6331,11,No
4652,55,Marketing,11,1,14057,14,Yes
4653,37,Marketing,19,2,7971,28,Yes
4654,55,IT,13,1,4249,86,No
4655,39,Operations,9,3,11805,12,Yes
4656,40,HR,22,4,7226,37,Yes
4657,56,IT,29,4,9407,57,Yes
4658,55,IT,30,1,8643,109,No
4659,52,HR,9,2,4954,34,No
4660,44,HR,18,5,9977,39,Yes
4661,37,IT,18,1,11540,75,No
4662,27,Marketing,22,1,13710,93,Yes
4663,21,Finance,31,5,11352,109,Yes
4664,55,Finance,19,4,11305,4,No
4665,52,IT,3,4,9161,1,No
4666,56,Marketing,32,5,10271,105,No
4667,33,HR,0,2,8461,29,No
4668,26,IT,12,1,12677,98,Yes
4669,34,Operations,2,3,4628,118,Yes
4670,57,Marketing,11,4,10980,9,Yes
4671,35,Operations,28,4,7238,72,No
4672,24,Operations,30,4,14875,80,No
4673,36,IT,1,2,9596,37,No
4674,48,Marketing,21,5,5498,58,No
4675,36,Operations,21,2,4995,93,Yes
4676,24,Marketing,30,4,13301,104,Yes
4677,46,Finance,13,1,3595,118,No
4678,48,Operations,28,4,3939,34,No
4679,52,Operations,34,1,4299,70,Yes
4680,22,Marketing,8,1,14942,11,No
4681,51,Finance,31,4,8414,113,No
4682,23,Operations,26,4,12344,41,Yes
4683,28,IT,9,1,13286,97,Yes
4684,44,Marketing,24,2,6016,48,Yes
4685,35,Marketing,32,2,12589,66,No
4686,51,Operations,10,2,5869,32,No
4687,29,Finance,8,3,12352,103,No
4688,59,Operations,6,1,9381,12,No
4689,22,HR,6,3,11987,74,No
4690,28,Operations,33,3,7130,103,Yes
4691,27,HR,18,1,10463,19,Yes
4692,59,IT,19,3,5917,94,Yes
4693,36,Marketing,24,1,13731,32,Yes
4694,55,Marketing,4,5,7353,33,No
4695,50,Finance,28,5,13626,49,Yes
4696,30,Operations,26,1,7365,49,Yes
4697,58,IT,24,1,13192,8,Yes
4698,38,HR,14,1,6118,6,Yes
4699,25,Finance,3,2,9749,8,No
4700,49,IT,13,1,13933,105,No
4701,59,IT,16,4,12145,25,Yes
4702,54,HR,20,5,12917,1,No
4703,43,HR,15,5,12702,4,Yes
4704,25,Marketing,25,1,12778,112,Yes
4705,50,Operations,8,5,4741,65,Yes
4706,26,Finance,1,1,5458,115,No
4707,24,Operations,14,1,14084,9,Yes
4708,49,Finance,34,5,13166,30,No
4709,43,IT,23,5,9355,32,No
4710,26,HR,13,4,12584,107,No
4711,52,HR,5,3,10063,119,No
4712,38,IT,17,4,6337,110,Yes
4713,35,IT,21,4,9278,5,No
4714,52,Finance,17,5,9003,13,Yes
4715,29,IT,1,4,14024,77,Yes
4716,57,Finance,31,5,3789,14,No
4717,30,Operations,16,2,9458,96,Yes
4718,40,HR,0,1,11491,94,Yes
4719,26,HR,8,3,4321,80,No
4720,23,HR,12,2,9422,42,No
4721,31,Operations,29,1,7469,78,No
4722,37,Operations,30,1,10655,19,No
4723,52,Marketing,22,3,5109,111,Yes
4724,24,Finance,27,4,10022,20,Yes
4725,24,Finance,9,1,5385,63,No
4726,37,Marketing,24,3,6446,28,No
4727,39,HR,25,5,8085,58,Yes
4728,25,Finance,25,1,10436,72,Yes
4729,52,Finance,12,1,3618,63,No
4730,42,HR,16,4,7890,92,No
4731,26,IT,3,4,12074,43,No
4732,55,IT,22,5,4703,33,No
4733,42,Marketing,34,1,10753,46,No
4734,21,Operations,10,4,13987,8,No
4735,40,Finance,11,3,5419,59,No
4736,42,Finance,8,1,11699,111,Yes
4737,31,Marketing,14,3,9371,29,Yes
4738,33,Marketing,4,2,13227,16,Yes
4739,23,Finance,18,5,4417,51,Yes
4740,29,HR,10,4,9158,58,Yes
4741,32,HR,8,2,10148,118,Yes
4742,43,Operations,34,4,5860,3,No
4743,34,Finance,26,2,14771,39,No
4744,53,Finance,12,4,5385,95,No
4745,38,Finance,11,5,12478,95,No
4746,29,Finance,8,1,3925,6,No
4747,43,Marketing,27,3,9221,37,Yes
4748,30,IT,12,2,3228,31,Yes
4749,39,Finance,19,3,4768,68,Yes
4750,25,IT,12,3,13613,105,Yes
4751,43,HR,26,4,14448,66,Yes
4752,50,Operations,25,1,9591,55,Yes
4753,45,HR,28,4,7542,19,Yes
4754,48,Finance,28,3,9575,63,Yes
4755,54,HR,21,5,10336,119,No
4756,45,Marketing,8,1,14344,16,Yes
4757,30,IT,23,1,7893,15,No
4758,34,Finance,18,3,12425,10,No
4759,50,Marketing,30,4,10426,12,No
4760,45,IT,14,5,14227,17,Yes
4761,34,Marketing,31,2,5596,13,Yes
4762,55,HR,28,4,12501,33,Yes
4763,54,Finance,33,1,10221,75,Yes
4764,30,HR,8,4,11660,85,Yes
4765,55,Operations,34,2,13608,84,Yes
4766,31,Finance,5,5,14987,25,No
4767,31,HR,13,5,12045,41,Yes
4768,41,Finance,8,2,9115,60,Yes
4769,41,IT,18,2,4123,38,Yes
4770,42,Finance,22,3,4620,1,Yes
4771,27,Finance,27,1,14223,56,Yes
4772,37,IT,15,3,6974,49,Yes
4773,22,HR,25,4,10943,112,No
4774,32,Finance,24,2,6029,15,Yes
4775,38,Marketing,34,3,4470,61,Yes
4776,31,Finance,4,1,13653,97,Yes
4777,36,HR,6,1,11284,10,No
4778,38,IT,22,2,4276,82,No
4779,55,HR,24,3,14913,62,No
4780,46,Operations,0,5,12848,29,No
4781,36,Finance,21,2,6110,53,Yes
4782,26,Finance,3,4,7641,70,Yes
4783,32,IT,27,3,6429,26,Yes
4784,33,Finance,13,3,10176,85,No
4785,24,Marketing,32,2,11379,63,Yes
4786,59,Marketing,3,3,9788,80,Yes
4787,22,HR,10,3,9282,78,No
4788,46,IT,31,4,13537,8,Yes
4789,47,Operations,3,4,12295,75,No
4790,47,HR,0,5,8375,71,Yes
4791,35,IT,25,4,5226,1,No
4792,28,IT,32,5,4280,48,Yes
4793,27,HR,16,4,7313,47,No
4794,32,HR,26,5,7093,54,No
4795,33,Finance,4,4,13506,79,No
4796,37,Operations,6,4,4340,66,No
4797,37,Marketing,24,2,11782,114,No
4798,56,Finance,7,4,11870,111,Yes
4799,41,IT,33,5,11807,30,Yes
4800,28,Operations,3,2,10983,106,Yes
4801,25,Operations,11,5,12041,25,No
4802,46,HR,30,4,5007,104,No
4803,36,Operations,10,4,7170,109,Yes
4804,56,Operations,21,5,13976,65,No
4805,48,IT,0,3,11527,29,Yes
4806,49,Finance,3,2,11995,76,Yes
4807,32,Operations,7,2,11554,100,No
4808,57,HR,24,4,9333,115,Yes
4809,50,Finance,27,2,10639,77,No
4810,43,HR,3,5,5021,0,No
4811,36,Operations,12,4,9213,95,No
4812,34,Finance,24,2,5569,69,Yes
4813,30,Operations,2,1,10381,21,Yes
4814,27,IT,31,2,14222,74,No
4815,57,Finance,0,5,5075,112,Yes
4816,49,HR,10,2,14578,86,No
4817,23,IT,1,3,12096,53,Yes
4818,35,Marketing,4,3,9054,13,No
4819,56,HR,21,4,10997,13,No
4820,39,Operations,12,3,7458,83,Yes
4821,33,HR,22,5,5085,70,Yes
4822,41,Marketing,30,1,5711,18,No
4823,57,HR,34,1,9847,25,Yes
4824,47,IT,34,4,6704,58,No
4825,49,HR,12,4,8802,21,Yes
4826,40,Finance,6,3,8229,5,Yes
4827,45,Marketing,4,5,3143,62,No
4828,26,HR,28,3,14841,76,Yes
4829,56,Marketing,7,5,6268,73,Yes
4830,22,IT,7,5,12261,53,Yes
4831,42,Finance,6,1,5185,18,Yes
4832,52,Operations,18,5,5537,94,Yes
4833,36,HR,22,2,9745,9,Yes
4834,38,IT,31,5,8697,36,No
4835,25,Marketing,3,1,3301,76,Yes
4836,56,Marketing,29,3,5165,16,Yes
4837,50,IT,4,5,4760,117,No
4838,39,HR,2,2,8286,54,Yes
4839,43,Operations,21,4,5654,4,No
4840,54,HR,27,3,7867,20,Yes
4841,33,Finance,21,4,12640,117,Yes
4842,49,HR,21,2,8092,38,Yes
4843,56,Finance,33,1,9580,19,No
4844,42,Marketing,28,1,3631,70,Yes
4845,56,Finance,12,3,11553,14,No
4846,29,Operations,6,5,5074,78,Yes
4847,59,IT,9,5,7400,52,Yes
4848,39,Finance,27,4,5770,86,No
4849,58,HR,3,1,14109,32,Yes
4850,26,Finance,31,5,11960,43,No
4851,35,Marketing,21,5,12177,65,Yes
4852,40,Finance,19,1,11396,49,No
4853,29,Operations,19,1,12058,31,No
4854,52,Finance,5,2,8110,78,No
4855,24,Operations,8,4,13817,70,Yes
4856,38,HR,27,1,3661,72,No
4857,25,Marketing,12,2,3678,54,No
4858,40,IT,30,1,9363,27,Yes
4859,43,HR,13,3,3299,85,No
4860,31,HR,21,3,3257,2,Yes
4861,57,IT,23,3,5762,52,No
4862,42,Finance,7,1,3239,41,No
4863,24,Finance,14,5,10994,1,No
4864,49,Finance,5,5,6300,21,No
4865,54,Marketing,22,3,14737,24,No
4866,33,HR,24,4,10323,88,No
4867,29,Operations,30,2,5265,31,Yes
4868,51,IT,28,3,13704,107,Yes
4869,27,HR,22,2,7290,6,Yes
4870,24,Finance,9,2,8647,61,Yes
4871,39,IT,8,3,10931,30,Yes
4872,50,Operations,12,5,9706,62,Yes
4873,51,HR,31,4,9683,36,No
4874,55,HR,0,3,9771,67,No
4875,41,Marketing,0,2,11600,96,No
4876,51,HR,17,1,10608,78,Yes
4877,39,HR,30,1,3520,8,Yes
4878,51,Operations,0,2,8642,69,No
4879,52,Operations,8,3,13724,45,No
4880,22,IT,21,5,6884,94,Yes
4881,30,Finance,27,3,4876,33,Yes
4882,22,Operations,25,4,5741,107,No
4883,22,IT,9,1,6532,118,Yes
4884,44,HR,2,2,3650,59,Yes
4885,37,IT,1,5,14036,101,Yes
4886,52,IT,30,3,5158,12,No
4887,36,IT,32,4,5651,35,Yes
4888,36,IT,31,3,13459,95,No
4889,59,Operations,11,4,12220,85,No
4890,51,Finance,2,3,12747,47,Yes
4891,44,IT,25,5,10462,92,No
4892,21,Marketing,13,5,10625,74,No
4893,31,HR,11,2,11129,5,No
4894,41,HR,25,5,10038,4,No
4895,24,HR,15,4,11704,64,No
4896,27,HR,7,2,4235,114,No
4897,46,HR,27,5,3118,102,Yes
4898,32,IT,6,1,3259,49,Yes
4899,51,Finance,14,4,8518,73,Yes
4900,37,Marketing,7,2,4198,73,No
4901,53,Operations,9,4,10581,112,Yes
4902,31,Marketing,14,2,9277,23,Yes
4903,48,Operations,17,4,13341,6,No
4904,52,Operations,34,1,5432,85,No
4905,21,Marketing,1,5,10229,57,Yes
4906,48,IT,21,3,3959,20,Yes
4907,27,HR,14,3,5948,85,Yes
4908,22,IT,4,3,3565,32,No
4909,44,HR,14,2,8936,43,Yes
4910,24,Finance,26,5,9658,24,Yes
4911,39,Operations,15,2,5379,94,No
4912,46,Marketing,17,2,14642,112,No
4913,31,Finance,34,2,11636,79,No
4914,31,HR,24,2,9478,115,Yes
4915,23,IT,21,5,6539,14,No
4916,32,Marketing,30,3,5708,28,No
4917,23,Operations,33,4,5335,82,No
4918,47,Finance,22,2,12227,51,No
4919,22,Operations,15,5,6044,16,No
4920,36,HR,5,1,10790,89,Yes
4921,22,Operations,14,4,4286,99,Yes
4922,50,IT,17,2,12650,35,Yes
4923,40,Finance,12,2,13412,34,Yes
4924,58,Finance,23,4,4630,39,Yes
4925,48,IT,12,4,7027,22,No
4926,45,Operations,0,2,6116,72,Yes
4927,52,IT,17,5,8665,33,No
4928,30,Marketing,32,1,14146,57,Yes
4929,53,IT,5,5,3263,114,Yes
4930,33,Operations,16,3,9444,117,Yes
4931,57,IT,3,3,8575,81,No
4932,36,HR,13,3,10393,79,Yes
4933,42,IT,29,2,7199,60,No
4934,40,IT,19,1,8082,95,Yes
4935,47,Operations,7,1,11412,27,No
4936,36,Marketing,1,2,3333,59,Yes
4937,54,Marketing,3,2,12516,31,No
4938,52,Operations,9,2,13874,113,No
4939,46,Operations,19,1,12152,57,Yes
4940,45,Operations,34,2,12672,81,Yes
4941,22,HR,9,4,3435,43,Yes
4942,32,Finance,27,4,5441,33,Yes
4943,29,IT,14,4,9877,92,Yes
4944,32,Operations,0,2,3042,20,No
4945,46,Operations,21,4,3965,0,Yes
4946,29,Operations,26,2,3215,54,Yes
4947,30,Marketing,28,4,14427,79,Yes
4948,52,Operations,14,2,7320,48,Yes
4949,54,IT,9,5,5705,96,No
4950,40,Operations,19,3,11964,20,No
4951,59,IT,21,5,4822,118,No
4952,22,HR,8,3,7111,98,No
4953,21,Finance,31,3,9436,54,No
4954,56,Marketing,16,4,14347,26,No
4955,44,IT,18,3,11122,19,No
4956,47,HR,26,3,14472,94,No
4957,22,Finance,33,5,11249,15,Yes
4958,51,Finance,9,3,7946,116,Yes
4959,34,Finance,29,2,14881,77,Yes
4960,22,IT,20,2,7743,47,No
4961,49,HR,20,4,4843,31,No
4962,35,Operations,33,5,8450,119,Yes
4963,32,HR,8,1,3460,104,Yes
4964,57,HR,33,5,14852,31,Yes
4965,48,HR,11,1,12160,52,No
4966,40,IT,20,3,6815,52,No
4967,59,IT,19,1,10292,1,No
4968,44,IT,5,3,13931,56,No
4969,41,HR,11,5,10629,108,No
4970,30,IT,30,5,3289,21,Yes
4971,34,Finance,1,4,14477,100,No
4972,57,IT,15,4,12312,116,No
4973,38,Marketing,0,3,9392,51,No
4974,44,IT,3,3,11924,80,No
4975,34,IT,0,2,9668,95,Yes
4976,54,IT,34,2,6576,101,No
4977,32,IT,12,2,10985,80,Yes
4978,42,Marketing,30,5,9848,57,Yes
4979,26,Operations,19,1,6782,33,Yes
4980,56,IT,6,3,9915,70,No
4981,56,Finance,32,4,7937,92,Yes
4982,42,Marketing,27,3,13983,16,Yes
4983,34,Operations,19,1,13230,87,No
4984,36,IT,31,3,14710,71,Yes
4985,56,Operations,8,4,7058,22,No
4986,45,Finance,33,4,14709,118,Yes
4987,52,Marketing,13,1,5156,32,Yes
4988,53,Marketing,3,4,5877,28,No
4989,56,Operations,28,5,11134,18,No
4990,40,IT,14,4,12259,68,No
4991,38,HR,16,1,7437,36,No
4992,58,Marketing,18,1,14242,86,Yes
4993,23,HR,8,3,6920,25,Yes
4994,43,Marketing,26,4,4127,23,Yes
4995,52,IT,14,4,9601,53,No
4996,36,IT,27,1,7067,20,No
4997,25,Marketing,3,3,12182,96,No
4998,24,Operations,20,3,6486,89,Yes
4999,41,IT,33,5,7727,9,Yes
5000,34,IT,18,5,12617,41,No
5001,59,Finance,3,1,8509,28,Yes
