EmployeeID,Age,Department,YearsExperience,PerformanceScore,MonthlySalary,TrainingHours,PromotionLast5Years,,,
39635,48,Finance,1,3,10183,66,Yes,,,
39636,31,IT,12,5,3897,118,No,,,
39637,25,Marketing,34,1,12425,45,Yes,,,
39638,27,Marketing,29,1,3256,20,Yes,,,
39639,44,IT,13,5,3161,34,Yes,,,
39640,24,IT,0,5,5091,45,No,,,
39641,32,IT,11,1,4965,27,No,,,
39642,24,IT,7,4,3107,58,No,,,
39643,45,Marketing,9,4,4704,13,No,,,
39644,23,Operations,8,3,4117,91,No,,,
39645,37,IT,14,3,4175,18,No,,,
39646,46,Operations,18,3,11196,2,Yes,,,
39647,29,HR,16,1,5328,88,Yes,,,
39648,33,IT,11,2,7215,14,Yes,,,
39649,25,Finance,12,3,4413,56,No,,,
39650,25,IT,3,3,4382,72,Yes,,,
39651,32,IT,32,3,10051,103,No,,,
39652,48,HR,3,3,3888,100,Yes,,,
39653,30,Marketing,0,4,8209,85,No,,,
39654,21,Operations,31,1,3151,56,No,,,
39655,55,HR,3,2,7640,51,Yes,,,
39656,48,Marketing,9,1,13361,79,Yes,,,
39657,22,Marketing,8,5,6944,33,Yes,,,
39658,43,IT,0,2,5493,66,No,,,
39659,25,Operations,31,2,14626,77,No,,,
39660,53,IT,18,3,10591,25,Yes,,,
39661,51,Marketing,25,5,8356,18,Yes,,,
39662,35,Operations,15,5,14256,98,No,,,
39663,21,Marketing,14,3,13761,49,Yes,,,
39664,49,HR,31,1,13661,73,Yes,,,
39665,44,HR,7,3,13381,115,No,,,
39666,29,Operations,14,3,5606,43,No,,,
39667,55,HR,3,4,3685,25,Yes,,,
39668,36,Marketing,29,5,4356,109,Yes,,,
39669,28,Finance,9,4,9354,100,Yes,,,
39670,28,HR,20,1,5874,25,No,,,
39671,43,Marketing,17,1,13701,4,No,,,
39672,37,Finance,12,4,12955,40,Yes,,,
39673,47,HR,17,3,5704,78,Yes,,,
39674,49,Finance,8,4,12875,56,No,,,
39675,31,Finance,19,2,7606,44,No,,,
39676,43,IT,1,4,7917,68,No,,,
39677,24,Operations,32,1,11374,69,Yes,,,
39678,37,Marketing,0,1,13836,85,No,,,
39679,31,Marketing,18,2,10045,23,Yes,,,
39680,28,Operations,7,2,6952,54,Yes,,,
39681,46,HR,26,1,13839,118,Yes,,,
39682,28,IT,19,1,3888,82,No,,,
39683,28,Marketing,26,1,6880,64,Yes,,,
39684,27,IT,12,2,10051,15,No,,,
39685,54,HR,4,3,12178,27,Yes,,,
39686,52,HR,2,5,4256,52,No,,,
39687,33,HR,15,2,10887,95,Yes,,,
39688,56,HR,27,4,14137,5,No,,,
39689,38,Finance,25,2,4318,111,Yes,,,
39690,33,Operations,9,5,7462,26,No,,,
39691,50,IT,17,1,10268,93,Yes,,,
39692,21,IT,18,3,13489,86,Yes,,,
39693,55,Operations,21,3,8925,23,No,,,
39694,23,HR,6,5,13634,63,Yes,,,
39695,50,Marketing,21,4,13938,84,Yes,,,
39696,45,IT,11,3,11773,89,No,,,
39697,53,IT,31,5,10230,31,No,,,
39698,36,IT,34,4,12036,53,No,,,
39699,23,Marketing,20,5,8423,64,Yes,,,
39700,49,Finance,4,3,12277,112,No,,,
39701,34,Operations,34,5,10037,30,Yes,,,
39702,25,IT,18,2,5606,45,No,,,
39703,37,Finance,28,4,13369,88,Yes,,,
39704,49,Operations,14,4,8714,22,Yes,,,
39705,41,Operations,8,4,8612,108,Yes,,,
39706,26,Operations,29,2,4383,102,No,,,
39707,44,Marketing,27,3,3113,51,Yes,,,
39708,48,Finance,13,4,11819,20,No,,,
39709,37,Finance,31,3,6919,12,Yes,,,
39710,42,HR,10,1,11430,6,No,,,
39711,44,HR,6,4,5110,52,Yes,,,
39712,38,HR,22,1,14258,51,No,,,
39713,48,IT,34,3,7725,56,Yes,,,
39714,30,Operations,3,5,8331,66,Yes,,,
39715,21,Marketing,3,3,13771,79,Yes,,,
39716,57,Operations,0,4,7726,67,Yes,,,
39717,46,IT,29,4,10435,76,Yes,,,
39718,46,HR,23,5,14469,55,Yes,,,
39719,53,Marketing,3,4,7940,112,No,,,
39720,29,Operations,3,2,5370,55,Yes,,,
39721,38,IT,21,4,10305,60,Yes,,,
39722,25,Operations,25,5,14098,23,Yes,,,
39723,42,IT,0,1,4570,48,Yes,,,
39724,30,IT,17,5,6284,1,Yes,,,
39725,34,HR,19,3,13711,106,No,,,
39726,32,HR,2,2,8929,15,Yes,,,
39727,52,Operations,34,2,5845,25,Yes,,,
39728,59,IT,24,5,5013,97,No,,,
39729,56,Marketing,6,1,12570,63,No,,,
39730,35,IT,3,3,7769,86,No,,,
39731,53,Operations,6,5,4635,21,Yes,,,
39732,36,Finance,17,5,5036,117,No,,,
39733,24,Marketing,1,1,12006,0,Yes,,,
39734,23,HR,2,1,10838,33,Yes,,,
39735,46,IT,3,1,13221,19,No,,,
39736,57,Finance,28,5,8625,36,No,,,
39737,54,IT,0,2,14299,107,Yes,,,
39738,29,Finance,31,2,10330,29,Yes,,,
39739,34,Marketing,8,2,12542,37,No,,,
39740,53,Operations,21,2,13141,76,No,,,
39741,58,Operations,25,1,7273,2,Yes,,,
39742,25,HR,28,2,3027,60,No,,,
39743,48,HR,12,5,13241,91,Yes,,,
39744,53,Finance,9,2,5140,47,Yes,,,
39745,37,Finance,29,4,9651,101,Yes,,,
39746,41,IT,6,2,5686,51,No,,,
39747,27,Marketing,5,3,12943,104,No,,,
39748,55,Marketing,9,5,13300,75,Yes,,,
39749,27,IT,34,2,7845,116,Yes,,,
39750,28,Operations,3,3,13708,6,Yes,,,
39751,51,IT,21,1,6105,119,Yes,,,
39752,25,Operations,5,3,14243,67,Yes,,,
39753,25,Operations,15,5,12585,73,Yes,,,
39754,44,HR,0,1,6420,12,Yes,,,
39755,42,Operations,26,2,3850,70,No,,,
39756,33,Operations,1,3,9594,16,No,,,
39757,42,Marketing,14,4,13678,74,Yes,,,
39758,46,IT,21,5,5246,52,No,,,
39759,21,IT,3,4,8338,57,No,,,
39760,37,HR,3,1,9754,80,No,,,
39761,39,Finance,3,1,5730,20,No,,,
39762,22,Operations,26,5,7309,37,No,,,
39763,31,IT,9,4,4182,48,No,,,
39764,50,IT,34,2,9651,30,Yes,,,
39765,43,Marketing,24,2,12863,39,No,,,
39766,35,Finance,5,1,12000,44,No,,,
39767,43,HR,23,3,3668,6,Yes,,,
39768,32,HR,10,3,7354,12,No,,,
39769,47,Finance,5,2,13658,117,Yes,,,
39770,26,Finance,30,4,7314,37,No,,,
39771,50,Finance,8,2,8859,73,No,,,
39772,25,Marketing,31,2,6609,114,Yes,,,
39773,58,Operations,23,1,8635,98,Yes,,,
39774,55,IT,1,1,8549,65,Yes,,,
39775,26,Finance,21,5,13578,51,No,,,
39776,34,Marketing,11,4,7910,91,No,,,
39777,37,Marketing,20,4,11200,92,Yes,,,
39778,29,Operations,29,2,11309,61,Yes,,,
39779,51,Operations,22,2,6335,83,Yes,,,
39780,56,Marketing,13,4,6161,81,No,,,
39781,30,Finance,22,5,7442,80,Yes,,,
39782,47,IT,6,4,9351,10,No,,,
39783,25,Finance,3,4,7620,112,Yes,,,
39784,37,Marketing,31,4,13921,106,Yes,,,
39785,51,Operations,34,3,14586,42,Yes,,,
39786,34,Operations,14,4,13918,22,Yes,,,
39787,43,HR,3,5,12363,71,Yes,,,
39788,49,Marketing,24,4,11649,7,Yes,,,
39789,59,Finance,21,2,3483,4,No,,,
39790,35,Marketing,0,5,4577,33,No,,,
39791,32,Marketing,21,4,3713,101,Yes,,,
39792,53,Operations,28,5,6949,7,No,,,
39793,50,Finance,2,3,13566,93,Yes,,,
39794,42,Operations,0,5,14864,111,Yes,,,
39795,50,Operations,33,4,12245,34,No,,,
39796,52,Finance,33,3,11598,25,No,,,
39797,40,Operations,6,4,11617,31,No,,,
39798,58,Marketing,13,5,6200,20,No,,,
39799,40,Operations,2,2,14417,33,Yes,,,
39800,22,HR,2,3,6652,92,Yes,,,
39801,51,Marketing,33,1,7353,97,Yes,,,
39802,48,Marketing,24,4,6077,87,No,,,
39803,23,Operations,25,1,4591,21,Yes,,,
39804,40,Finance,30,5,14339,105,No,,,
39805,55,Operations,30,1,14984,23,No,,,
39806,39,Finance,30,5,6883,40,Yes,,,
39807,26,HR,19,4,5664,13,Yes,,,
39808,31,Marketing,31,4,9792,50,No,,,
39809,26,HR,32,4,4214,72,No,,,
39810,38,HR,34,4,5805,67,Yes,,,
39811,34,Finance,20,1,12617,63,No,,,
39812,34,HR,18,5,12775,76,No,,,
39813,21,Operations,15,5,5715,48,No,,,
39814,37,HR,31,4,12412,21,Yes,,,
39815,34,HR,22,1,10583,104,Yes,,,
39816,51,Finance,24,2,11807,3,Yes,,,
39817,30,Operations,16,3,3098,3,Yes,,,
39818,58,HR,0,5,12473,105,Yes,,,
39819,53,Finance,11,3,8836,99,Yes,,,
39820,25,HR,34,1,13923,94,Yes,,,
39821,36,IT,25,1,6728,90,Yes,,,
39822,40,Finance,1,2,11699,83,No,,,
39823,42,Finance,29,1,12251,8,Yes,,,
39824,37,IT,19,5,7670,39,No,,,
39825,29,Operations,4,1,11578,106,No,,,
39826,58,HR,27,5,4648,82,No,,,
39827,29,IT,22,1,7839,22,No,,,
39828,35,Finance,22,2,4641,91,No,,,
39829,34,HR,6,1,8223,27,No,,,
39830,29,Marketing,27,2,10431,36,No,,,
39831,29,Finance,19,3,5969,97,Yes,,,
39832,53,IT,22,2,12635,103,No,,,
39833,51,Marketing,16,1,8051,20,No,,,
39834,30,Finance,10,1,5018,76,No,,,
39835,30,IT,9,4,12315,89,Yes,,,
39836,59,Marketing,27,2,4105,87,Yes,,,
39837,25,Finance,30,4,4172,105,Yes,,,
39838,38,Marketing,15,4,6533,87,No,,,
39839,53,Marketing,25,2,6221,95,Yes,,,
39840,38,HR,4,2,5428,27,Yes,,,
39841,32,Finance,11,4,6921,31,Yes,,,
39842,45,Marketing,17,5,4014,20,No,,,
39843,47,Marketing,6,1,9004,8,No,,,
39844,29,HR,34,5,9638,43,No,,,
39845,33,Finance,15,1,3716,63,No,,,
39846,42,HR,7,1,7792,48,Yes,,,
39847,22,IT,33,3,6105,116,No,,,
39848,59,Operations,12,4,11402,82,Yes,,,
39849,35,Finance,4,4,5057,49,Yes,,,
39850,43,HR,16,3,11360,102,Yes,,,
39851,33,IT,12,2,6458,72,No,,,
39852,40,IT,25,4,14794,57,Yes,,,
39853,33,Operations,19,1,7308,10,No,,,
39854,47,HR,26,3,12355,106,Yes,,,
39855,37,Operations,33,2,8693,13,No,,,
39856,51,HR,0,4,11442,27,Yes,,,
39857,46,Finance,3,2,13643,37,No,,,
39858,42,IT,29,4,9546,27,Yes,,,
39859,52,Operations,18,2,12082,116,Yes,,,
39860,42,Finance,14,4,3558,67,Yes,,,
39861,48,IT,30,2,13472,78,Yes,,,
39862,21,Marketing,20,5,14818,7,No,,,
39863,24,Marketing,29,1,12704,82,No,,,
39864,36,HR,21,1,4835,67,Yes,,,
39865,43,IT,6,3,14932,79,No,,,
39866,58,IT,10,4,14637,14,No,,,
39867,56,IT,5,4,12351,37,Yes,,,
39868,34,Marketing,22,3,7495,99,No,,,
39869,23,HR,14,5,14320,28,Yes,,,
39870,21,Finance,32,5,3848,111,Yes,,,
39871,36,Finance,25,1,4044,62,Yes,,,
39872,28,Finance,25,2,11929,92,Yes,,,
39873,21,IT,3,4,11960,62,No,,,
39874,41,Operations,2,5,5222,109,Yes,,,
39875,22,Finance,1,5,3522,43,Yes,,,
39876,32,Marketing,2,5,12501,98,Yes,,,
39877,34,Marketing,32,3,12326,17,No,,,
39878,42,Operations,2,5,12528,99,Yes,,,
39879,40,Finance,18,4,14494,94,No,,,
39880,37,HR,9,5,8646,50,Yes,,,
39881,27,IT,16,3,10388,18,No,,,
39882,41,Operations,25,1,5692,72,Yes,,,
39883,54,HR,18,1,14416,47,No,,,
39884,42,Operations,21,4,3560,105,Yes,,,
39885,42,IT,4,3,13590,81,Yes,,,
39886,41,Operations,33,4,9080,30,No,,,
39887,33,Finance,15,3,12686,106,No,,,
39888,26,IT,27,3,9826,51,No,,,
39889,45,IT,31,1,6157,26,Yes,,,
39890,51,Marketing,3,1,6416,23,No,,,
39891,45,Operations,11,3,10425,14,No,,,
39892,52,Finance,24,1,9473,27,Yes,,,
39893,49,Operations,8,4,8172,77,No,,,
39894,55,Marketing,3,1,6287,51,No,,,
39895,32,Marketing,3,2,11013,32,Yes,,,
39896,36,Marketing,9,2,9493,25,No,,,
39897,29,Finance,28,2,8628,110,No,,,
39898,33,Finance,34,4,11117,22,No,,,
39899,32,Marketing,2,3,13275,41,Yes,,,
39900,46,Marketing,16,1,3767,83,Yes,,,
39901,35,Finance,14,3,12385,110,No,,,
39902,24,HR,18,4,8044,36,Yes,,,
39903,30,IT,6,4,12052,119,No,,,
39904,58,Operations,26,4,9852,18,No,,,
39905,32,IT,23,5,14014,101,No,,,
39906,42,Operations,22,5,8488,59,No,,,
39907,58,Operations,23,5,13225,13,No,,,
39908,50,Operations,22,5,4535,80,Yes,,,
39909,35,Finance,11,1,11268,50,No,,,
39910,56,Operations,26,1,12830,19,Yes,,,
39911,25,Operations,9,5,12507,5,No,,,
39912,24,Operations,20,3,12113,78,No,,,
39913,46,HR,24,2,12122,71,No,,,
39914,39,Operations,34,4,10197,98,No,,,
39915,34,Operations,10,2,6263,22,No,,,
39916,47,Operations,21,5,13357,21,Yes,,,
39917,58,Marketing,5,4,13914,71,Yes,,,
39918,46,Finance,16,1,13683,29,No,,,
39919,43,Finance,24,2,4180,106,No,,,
39920,22,Operations,12,5,8550,17,Yes,,,
39921,33,HR,26,4,3540,113,No,,,
39922,32,HR,6,4,11874,69,Yes,,,
39923,57,HR,33,5,12687,58,Yes,,,
39924,56,HR,7,4,14519,5,No,,,
39925,23,Marketing,10,1,5231,78,Yes,,,
39926,24,IT,32,2,9165,7,Yes,,,
39927,51,Operations,19,2,6695,80,Yes,,,
39928,48,Marketing,25,3,7744,82,No,,,
39929,31,Finance,16,2,12772,37,No,,,
39930,36,HR,25,5,5471,82,No,,,
39931,58,Marketing,20,1,14825,92,No,,,
39932,49,Marketing,24,5,8683,89,Yes,,,
39933,35,Finance,12,2,5302,40,Yes,,,
39934,41,Finance,8,5,6143,89,Yes,,,
39935,34,Operations,26,5,4061,32,Yes,,,
39936,36,Finance,8,3,13761,19,Yes,,,
39937,47,HR,4,3,14940,2,Yes,,,
39938,48,HR,27,3,9296,56,Yes,,,
39939,34,Marketing,5,2,13557,18,Yes,,,
39940,56,HR,34,5,9417,96,No,,,
39941,30,Finance,29,5,8528,35,No,,,
39942,29,Finance,0,2,14789,78,Yes,,,
39943,48,HR,26,5,4369,49,No,,,
39944,34,Operations,31,2,11979,113,Yes,,,
39945,39,Finance,34,2,4997,28,Yes,,,
39946,33,IT,8,2,5232,79,No,,,
39947,57,HR,34,5,7079,86,No,,,
39948,59,Finance,31,4,11143,99,No,,,
39949,23,IT,2,3,5653,37,Yes,,,
39950,27,Marketing,33,1,11467,42,Yes,,,
39951,48,Marketing,23,4,9117,85,Yes,,,
39952,34,IT,19,2,11371,41,No,,,
39953,57,Finance,5,5,7246,32,No,,,
39954,42,Finance,1,5,11551,10,No,,,
39955,51,Operations,28,5,7132,48,Yes,,,
39956,21,Marketing,34,2,14447,96,No,,,
39957,32,Marketing,11,1,13023,38,No,,,
39958,44,Finance,33,1,7758,24,No,,,
39959,50,Finance,26,3,5004,50,Yes,,,
39960,47,HR,22,4,13447,39,Yes,,,
39961,36,Operations,31,5,9343,103,No,,,
39962,41,Finance,11,2,7865,92,Yes,,,
39963,24,IT,13,1,13289,70,No,,,
39964,22,Operations,34,3,8037,3,Yes,,,
39965,41,HR,19,1,6399,46,No,,,
39966,27,HR,2,3,7809,70,Yes,,,
39967,57,Operations,3,4,10994,95,No,,,
39968,27,Marketing,9,2,12034,5,Yes,,,
39969,22,Marketing,30,2,14187,115,Yes,,,
39970,32,Marketing,10,2,3094,48,No,,,
39971,21,HR,21,1,14423,40,Yes,,,
39972,23,IT,31,4,7012,18,No,,,
39973,21,Finance,27,1,9752,68,Yes,,,
39974,55,Finance,22,3,9786,105,No,,,
39975,36,Marketing,11,1,8317,47,Yes,,,
39976,28,IT,31,2,9103,92,No,,,
39977,41,Marketing,21,1,14642,47,Yes,,,
39978,25,HR,9,3,6834,44,Yes,,,
39979,51,HR,25,4,11599,101,Yes,,,
39980,46,Finance,33,3,12477,34,No,,,
39981,21,Operations,12,5,10628,90,No,,,
39982,43,Operations,34,1,8373,50,No,,,
39983,33,Marketing,6,3,11739,25,Yes,,,
39984,52,Marketing,21,4,11530,77,No,,,
39985,25,HR,3,2,14956,24,No,,,
39986,40,HR,17,1,11005,88,Yes,,,
39987,48,Operations,9,1,10714,61,No,,,
39988,27,HR,32,2,9322,76,Yes,,,
39989,33,HR,23,5,4681,60,Yes,,,
39990,52,Marketing,3,1,10207,109,Yes,,,
39991,38,Marketing,12,2,5131,86,No,,,
39992,28,IT,32,1,9567,54,Yes,,,
39993,49,Marketing,31,1,14913,69,Yes,,,
39994,40,Operations,8,4,11754,2,Yes,,,
39995,46,HR,33,5,7287,11,No,,,
39996,38,Finance,17,3,4714,58,No,,,
39997,22,Operations,19,2,13106,114,No,,,
39998,44,Finance,13,4,4244,48,No,,,
39999,28,HR,9,1,5615,119,No,,,
40000,42,HR,15,4,7585,6,No,,,
40001,54,Marketing,26,4,11410,40,No,,,
40002,52,Operations,30,2,13502,12,Yes,,,
40003,55,IT,26,2,10471,94,No,,,
40004,45,IT,34,5,10322,76,No,,,
40005,27,IT,23,4,13123,118,No,,,
40006,34,HR,19,1,11041,98,No,,,
40007,49,HR,29,5,12994,4,Yes,,,
40008,57,HR,8,2,5979,51,Yes,,,
40009,57,IT,29,5,13049,94,No,,,
40010,27,HR,18,4,10592,79,No,,,
40011,53,HR,3,5,7183,24,No,,,
40012,37,Operations,15,4,11869,113,No,,,
40013,39,Marketing,10,1,9898,54,No,,,
40014,45,IT,28,2,13625,17,No,,,
40015,28,HR,34,5,14779,74,No,,,
40016,32,Finance,21,5,8858,5,Yes,,,
40017,23,Finance,29,3,4843,105,No,,,
40018,51,Operations,5,5,5950,47,No,,,
40019,28,Operations,31,5,4381,44,No,,,
40020,24,Operations,8,5,6962,24,No,,,
40021,52,Operations,24,3,11451,112,No,,,
40022,27,Finance,8,4,13385,5,Yes,,,
40023,34,Finance,15,4,12461,108,Yes,,,
40024,54,Operations,34,3,10892,90,No,,,
40025,25,Marketing,6,1,5331,12,No,,,
40026,32,Operations,8,1,3943,62,Yes,,,
40027,57,Marketing,10,3,10926,33,No,,,
40028,47,Finance,2,2,3679,56,Yes,,,
40029,41,HR,27,4,12124,37,No,,,
40030,33,Operations,26,3,11951,115,No,,,
40031,45,Operations,16,3,8764,86,No,,,
40032,54,Operations,28,1,8198,96,No,,,
40033,37,IT,27,5,11488,75,No,,,
40034,41,Finance,10,3,12254,48,Yes,,,
40035,35,Marketing,17,3,14857,27,Yes,,,
40036,46,Finance,22,3,9050,63,Yes,,,
40037,53,Operations,12,2,13261,105,No,,,
40038,55,Marketing,7,1,9321,118,No,,,
40039,46,Finance,11,3,13551,2,Yes,,,
40040,32,Finance,24,3,10152,33,Yes,,,
40041,42,Marketing,15,4,12019,57,Yes,,,
40042,30,HR,22,2,8571,26,No,,,
40043,29,Operations,19,4,13097,77,No,,,
40044,56,IT,32,5,7417,118,Yes,,,
40045,54,IT,5,4,8655,73,Yes,,,
40046,41,HR,13,4,8356,9,Yes,,,
40047,53,HR,27,1,4679,119,No,,,
40048,30,Marketing,23,1,4311,47,No,,,
40049,27,Marketing,29,5,14755,31,No,,,
40050,48,HR,24,5,14040,15,No,,,
40051,38,Marketing,15,4,8837,65,Yes,,,
40052,35,HR,22,4,5738,49,No,,,
40053,50,Marketing,31,5,4856,10,Yes,,,
40054,45,IT,2,3,9031,119,Yes,,,
40055,50,Marketing,2,5,8657,71,No,,,
40056,36,IT,22,1,7167,7,Yes,,,
40057,30,Finance,23,5,13788,71,No,,,
40058,45,Operations,10,1,6103,39,Yes,,,
40059,32,Operations,21,5,9946,71,No,,,
40060,21,Marketing,25,4,12443,11,Yes,,,
40061,29,IT,6,5,9395,19,No,,,
40062,40,Marketing,10,4,3511,107,No,,,
40063,58,Finance,18,1,8996,91,No,,,
40064,38,IT,28,1,3528,88,Yes,,,
40065,49,Finance,23,2,5099,31,No,,,
40066,57,HR,8,2,8600,2,No,,,
40067,32,Operations,3,1,10861,57,Yes,,,
40068,57,Marketing,33,3,6375,105,Yes,,,
40069,52,Marketing,30,5,14937,51,No,,,
40070,32,Marketing,24,1,10845,45,No,,,
40071,57,Operations,11,2,11291,49,Yes,,,
40072,59,Marketing,1,3,3086,91,No,,,
40073,32,Finance,23,3,4910,42,No,,,
40074,53,Marketing,4,1,13435,60,No,,,
40075,52,Marketing,31,1,6591,7,Yes,,,
40076,53,Marketing,27,1,8252,8,Yes,,,
40077,44,Finance,19,5,5979,72,No,,,
40078,51,Operations,30,3,14977,2,Yes,,,
40079,50,IT,4,2,6798,11,No,,,
40080,46,HR,6,1,10333,44,No,,,
40081,22,Marketing,0,2,6839,47,No,,,
40082,37,Operations,7,3,10157,0,Yes,,,
40083,21,IT,32,5,9028,114,No,,,
40084,51,Finance,7,5,3424,44,No,,,
40085,49,Operations,22,1,5453,110,Yes,,,
40086,31,Operations,1,2,6635,6,Yes,,,
40087,24,Finance,3,2,12114,31,No,,,
40088,56,IT,17,3,9209,73,No,,,
40089,28,Finance,21,4,7953,115,No,,,
40090,56,IT,20,1,7565,60,No,,,
40091,41,IT,6,2,11218,4,Yes,,,
40092,31,Marketing,2,1,5904,26,No,,,
40093,32,Finance,1,2,11600,25,Yes,,,
40094,46,HR,17,5,9223,91,Yes,,,
40095,47,Marketing,24,2,13577,17,Yes,,,
40096,54,IT,1,4,3916,51,Yes,,,
40097,30,Finance,25,2,14800,74,No,,,
40098,29,Finance,29,3,5742,86,No,,,
40099,59,Operations,3,3,14802,21,Yes,,,
40100,33,HR,25,1,7115,12,Yes,,,
40101,32,IT,11,2,6920,94,Yes,,,
40102,37,HR,30,1,4582,74,No,,,
40103,24,Operations,28,1,3153,77,No,,,
40104,59,IT,27,5,9154,42,No,,,
40105,48,Marketing,33,4,11816,74,Yes,,,
40106,40,Finance,34,4,4519,107,Yes,,,
40107,27,Marketing,1,5,13840,82,No,,,
40108,28,HR,31,4,13858,42,Yes,,,
40109,55,IT,1,2,6977,85,No,,,
40110,49,HR,3,4,9557,62,No,,,
40111,35,Marketing,20,5,12960,24,No,,,
40112,51,HR,26,2,14161,40,Yes,,,
40113,32,HR,19,5,6786,53,No,,,
40114,41,Marketing,0,2,10639,68,No,,,
40115,36,IT,7,3,14272,62,Yes,,,
40116,59,HR,7,2,8669,119,Yes,,,
40117,52,Marketing,33,1,8185,37,No,,,
40118,26,Finance,23,5,5342,17,Yes,,,
40119,44,HR,12,3,6393,30,No,,,
40120,52,Marketing,34,1,10473,41,Yes,,,
40121,38,Marketing,24,2,11958,44,Yes,,,
40122,30,IT,3,4,7718,51,Yes,,,
40123,49,Operations,15,4,4581,110,Yes,,,
40124,29,Marketing,18,3,12946,80,Yes,,,
40125,33,IT,9,5,5368,1,No,,,
40126,47,IT,5,2,3516,74,Yes,,,
40127,57,Operations,25,2,9669,82,Yes,,,
40128,28,Marketing,34,5,5866,61,No,,,
40129,22,Finance,13,3,13006,77,No,,,
40130,24,Operations,16,3,8974,11,Yes,,,
40131,30,Finance,28,2,6778,43,No,,,
40132,34,Operations,3,4,11131,77,Yes,,,
40133,45,Operations,14,5,8891,114,No,,,
40134,34,IT,3,5,11829,90,No,,,
40135,30,Operations,14,3,10268,18,No,,,
40136,28,Marketing,27,2,9688,4,Yes,,,
40137,26,Operations,13,1,3590,42,Yes,,,
40138,25,Marketing,21,4,5492,24,Yes,,,
40139,41,HR,28,2,14137,67,Yes,,,
40140,43,IT,23,2,12400,44,No,,,
40141,57,Finance,0,4,5745,71,No,,,
40142,39,Operations,30,5,9027,43,Yes,,,
40143,40,IT,25,3,4786,99,Yes,,,
40144,30,HR,23,2,6885,119,No,,,
40145,38,Finance,19,1,6642,88,Yes,,,
40146,40,IT,30,3,12783,72,Yes,,,
40147,31,HR,10,5,3416,14,Yes,,,
40148,35,Operations,14,5,12877,94,No,,,
40149,52,IT,8,5,14085,1,Yes,,,
40150,31,HR,13,5,8863,29,Yes,,,
40151,49,Marketing,17,1,9912,67,Yes,,,
40152,59,Operations,31,5,9635,89,Yes,,,
40153,21,Operations,6,5,9831,79,No,,,
40154,47,Finance,24,4,5216,23,Yes,,,
40155,55,HR,33,2,5010,13,Yes,,,
40156,28,Marketing,20,3,7054,61,No,,,
40157,32,Finance,4,5,4205,64,Yes,,,
40158,48,Finance,33,1,12163,7,Yes,,,
40159,39,HR,19,4,14545,77,Yes,,,
40160,49,Marketing,28,5,6269,89,No,,,
40161,38,Marketing,29,3,10500,24,Yes,,,
40162,54,Operations,15,5,14220,88,No,,,
40163,39,Operations,13,5,5892,2,No,,,
40164,44,Operations,13,3,3652,66,No,,,
40165,54,HR,17,1,12385,42,Yes,,,
40166,52,IT,16,4,14251,45,No,,,
40167,22,Marketing,6,1,7017,32,No,,,
40168,52,Finance,0,5,3827,104,No,,,
40169,28,IT,17,2,5702,83,Yes,,,
40170,29,Finance,2,4,4084,95,No,,,
40171,43,Operations,1,1,8134,12,Yes,,,
40172,49,Operations,1,1,11433,92,Yes,,,
40173,27,Operations,9,2,3268,98,No,,,
40174,25,Finance,16,4,13111,110,Yes,,,
40175,52,Operations,14,4,10499,2,No,,,
40176,23,Marketing,19,3,10225,73,No,,,
40177,30,Finance,26,3,3785,68,No,,,
40178,49,Operations,10,5,8760,104,No,,,
40179,39,Finance,1,1,7411,68,Yes,,,
40180,45,Finance,23,1,10005,3,No,,,
40181,40,IT,22,4,3634,81,Yes,,,
40182,58,Finance,29,4,9257,109,No,,,
40183,30,IT,4,5,9029,6,No,,,
40184,31,IT,26,5,11819,54,Yes,,,
40185,34,Finance,12,3,8808,103,No,,,
40186,51,HR,27,1,10280,63,Yes,,,
40187,25,Finance,5,1,13968,33,No,,,
40188,48,Finance,5,4,14819,47,Yes,,,
40189,39,IT,22,4,4490,36,No,,,
40190,53,Marketing,18,3,5943,90,Yes,,,
40191,22,Marketing,33,3,10091,28,No,,,
40192,49,IT,19,3,12150,7,Yes,,,
40193,38,IT,27,4,8200,68,Yes,,,
40194,30,Operations,13,3,14903,41,Yes,,,
40195,58,Finance,34,3,14868,29,No,,,
40196,35,Operations,0,2,5533,29,Yes,,,
40197,42,Operations,7,5,7867,6,Yes,,,
40198,47,IT,28,2,11098,98,Yes,,,
40199,47,IT,25,3,7220,103,No,,,
40200,42,HR,1,5,7162,101,No,,,
40201,41,Finance,16,1,14412,22,No,,,
40202,51,HR,0,1,4823,40,Yes,,,
40203,54,HR,14,2,5793,7,No,,,
40204,26,Finance,34,2,3884,108,No,,,
40205,33,Operations,8,2,9006,40,No,,,
40206,35,Operations,23,5,9329,58,Yes,,,
40207,47,HR,1,5,7051,119,No,,,
40208,51,Finance,11,1,8374,58,Yes,,,
40209,43,Finance,25,3,9205,54,Yes,,,
40210,55,HR,14,2,6195,78,Yes,,,
40211,28,Finance,4,2,10990,25,No,,,
40212,53,Finance,23,4,13980,104,Yes,,,
40213,48,HR,17,3,10226,12,Yes,,,
40214,27,HR,32,2,12161,17,No,,,
40215,56,IT,17,2,9266,111,Yes,,,
40216,33,Marketing,23,1,5387,20,Yes,,,
40217,51,IT,8,4,10513,93,No,,,
40218,33,Operations,5,5,4922,89,No,,,
40219,55,Marketing,20,5,7698,109,Yes,,,
